"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/12691","2013-09-04","Department for Transport","2013-09-02","To ask the Secretary of State for Transport, what assessment he has made of the peak decibel level of noice generated by a high speed train travelling over a 30 feet high viaduct in open countryside at a distance of (a) half a mile, (b) one mile and (c) 1.5 miles.","Biography information for Sir Graham Brady","Mr Graham Brady","House of Commons Tabled Parliamentary Question 2013/14 167732","167732"
"http://data.parliament.uk/resources/12692","2013-09-10","Department for Transport","2013-09-02","To ask the Secretary of State for Transport, what assessment he has made of whether the UK would be obliged to accept the jurisdiction of the Court of Justice of the EU to give preliminary rulings on the interpretation of the 1998 EU Convention on Driving Disqualifications if the UK remained bound by that Convention after the expiry of the transitional period provided for in Article 10 of the Protocol on Transitional Provisions annexed to the EU treaties.","Biography information for Mr Jacob Rees-Mogg","Jacob Rees-Mogg","House of Commons Tabled Parliamentary Question 2013/14 167749","167749"
"http://data.parliament.uk/resources/12693","2013-09-12","Department of Health","2013-09-02","To ask the Secretary of State for Health, pursuant to the Answer of 17 July 2013, Official Report, column 721W, on Warfarin, what responsibility NHS England has for the enforcement of the NHS Constitution with regards to patients' legal rights to medicines approved by NICE.","Biography information for Crispin Blunt","Mr Crispin Blunt","House of Commons Tabled Parliamentary Question 2013/14 167750","167750"
"http://data.parliament.uk/resources/12694","2013-09-05","Ministry of Defence","2013-09-02","To ask the Secretary of State for Defence, if he will publish the responses received to his Department's consultation on increasing the number of civilian flights into and out of RAF Northolt; and if he will make a statement.","Biography information for Gareth Thomas","Mr Gareth Thomas","House of Commons Tabled Parliamentary Question 2013/14 167737","167737"
"http://data.parliament.uk/resources/12695","2013-09-12","Department of Health","2013-09-02","To ask the Secretary of State for Health, pursuant to the Answer of 17 July 2013, Official Report, column 721W, on Warfarin, what action NHS England may take to direct (a) NHS medicines management organisations and (b) Clinical Commissioning Groups to alter prescribing protocols which it judges to be in conflict with the provisions of the NHS constitution as it pertains to patients' legal rights to access to medicines approved by NICE.","Biography information for Crispin Blunt","Mr Crispin Blunt","House of Commons Tabled Parliamentary Question 2013/14 167751","167751"
"http://data.parliament.uk/resources/12696","2013-09-05","Ministry of Defence","2013-09-02","To ask the Secretary of State for Defence, how many (a) military flights, (b) non-commercial civil flights and (c) commercial civilian flights there were (i) into or (ii) out of RAF Northolt in (A) 2010-11, (B) 2011-12 and (C) 2012-13; how many such flights are expected to take place in (1) 2013-14, (2) 2014-15 and (3) 2015-16; and if he will make a statement.","Biography information for Gareth Thomas","Mr Gareth Thomas","House of Commons Tabled Parliamentary Question 2013/14 167738","167738"
"http://data.parliament.uk/resources/12697","2013-09-12","Department of Health","2013-09-02","To ask the Secretary of State for Health, pursuant to the Answer of 17 July 2013, Official Report, column 721W, on Warfarin, what steps have been taken by NHS England to date against those NHS organisations which may have breached the NHS constitution by publishing prescribing protocols on the use of anticoagulants which restrict patient access to novel oral anticoagulants to a second-line therapy.","Biography information for Crispin Blunt","Mr Crispin Blunt","House of Commons Tabled Parliamentary Question 2013/14 167752","167752"
"http://data.parliament.uk/resources/12698","2013-09-05","Ministry of Defence","2013-09-02","To ask the Secretary of State for Defence, how many civilian flights from RAF Northolt there were on 1 September (a) 2010, (b) 2011, (c) 2012 and (d) 2013; and if he will make a statement.","Biography information for Gareth Thomas","Mr Gareth Thomas","House of Commons Tabled Parliamentary Question 2013/14 167739","167739"
"http://data.parliament.uk/resources/12699","2013-09-05","Ministry of Defence","2013-09-02","To ask the Secretary of State for Defence, whether civilian flights (a) from and (b) into RAF Northolt were restricted to the hours of 0800 to 2000 in (i) 2010-11, (ii) 2011-12 and (iii) 2012-13; whether such flights will continue to be restricted in such fashion in (A) 2013-14, (B) 2014-15 and (C) 2015-16; and if he will make a statement.","Biography information for Gareth Thomas","Mr Gareth Thomas","House of Commons Tabled Parliamentary Question 2013/14 167740","167740"
"http://data.parliament.uk/resources/12700","2013-09-05","Ministry of Defence","2013-09-02","To ask the Secretary of State for Defence, which organisations were consulted by his Department before the decision to increase the number of civilian flights from RAF Northolt was taken; and if he will make a statement.","Biography information for Gareth Thomas","Mr Gareth Thomas","House of Commons Tabled Parliamentary Question 2013/14 167741","167741"
"http://data.parliament.uk/resources/12701","2013-09-05","Foreign and Commonwealth Office","2013-09-02","To ask the Secretary of State for Foreign and Commonwealth Affairs, what assessment he has made of positive steps towards peace taken by the (a) Israeli government and (b) Palestinian Authority since 29 July 2013.","Biography information for Richard Burden","Richard Burden","House of Commons Tabled Parliamentary Question 2013/14 167742","167742"
"http://data.parliament.uk/resources/12702","2013-09-05","Department for Education","2013-09-02","To ask the Secretary of State for Education, if he will publish details of financial arrangements made by his Department with any former private schools that have converted to academy status since May 2010.","Biography information for Kevin Brennan","Kevin Brennan","House of Commons Tabled Parliamentary Question 2013/14 167745","167745"
"http://data.parliament.uk/resources/12703","2013-09-05","Department for Communities and Local Government","2013-09-02","To ask the Secretary of State for Communities and Local Government, what proportion of undisputed invoices to his Department were paid within five days in each of the last 24 months.","Biography information for Hilary Benn","Hilary Benn","House of Commons Tabled Parliamentary Question 2013/14 167746","167746"
"http://data.parliament.uk/resources/12704","2013-09-04","Department for Work and Pensions","2013-09-02","To ask the Secretary of State for Work and Pensions, what assessment he has made of public awareness of alternative atuomatic enrolment pension options instead of NEST.","Biography information for Jim Sheridan","Jim Sheridan","House of Commons Tabled Parliamentary Question 2013/14 167763","167763"
